100	2.51487	0
200	2.67301	0.111818
300	2.80062	0.128113
400	2.89511	0.126207
500	2.95969	0.116321
600	3.00652	0.105943
700	3.04566	0.097771
800	3.07194	0.0890134
900	3.08943	0.0808223
1000	3.10504	0.0742328
1100	3.11261	0.067869
1200	3.11885	0.0624994
1300	3.12289	0.0578224
1400	3.12618	0.0537858
1500	3.13091	0.0504075
1600	3.13701	0.0476241
1700	3.14209	0.0450933
1800	3.14736	0.0428943
1900	3.15211	0.0408989
2000	3.15494	0.0389521
2100	3.15712	0.0371581
2200	3.15983	0.035568
2300	3.16189	0.0340807
2400	3.16367	0.0327074
2500	3.16564	0.0314585
2600	3.16735	0.0302948
2700	3.16834	0.0291891
2800	3.16892	0.0281524
2900	3.16941	0.0271858
3000	3.16984	0.0262831
3100	3.17017	0.0254373
3200	3.17066	0.024647
3300	3.17162	0.0239188
3400	3.17277	0.023243
3500	3.17402	0.0226123
3600	3.17542	0.0220274
3700	3.17688	0.0214804
3800	3.17782	0.0209359
3900	3.17865	0.0204156
4000	3.17952	0.0199238
4100	3.18048	0.0194606
4200	3.18142	0.0190199
4300	3.18224	0.0185955
4400	3.18252	0.018175
4500	3.18269	0.0177719
4600	3.18272	0.0173856
4700	3.18255	0.0170164
4800	3.1823	0.0166639
4900	3.18194	0.0163275
5000	3.18146	0.0160081
5100	3.18106	0.0156992
5200	3.1806	0.0154041
5300	3.18028	0.0151168
5400	3.18	0.0148393
5500	3.17972	0.0145723
5600	3.17938	0.014316
5700	3.17902	0.0140693
5800	3.17864	0.0138319
5900	3.17829	0.0136018
6000	3.17772	0.0133871
6100	3.17702	0.013186
6200	3.17637	0.0129893
6300	3.17582	0.012795
6400	3.17526	0.0126071
6500	3.17469	0.012426
6600	3.1742	0.0122475
6700	3.17375	0.0120729
6800	3.17326	0.0119052
6900	3.17282	0.0117409
7000	3.17246	0.0115788
7100	3.17211	0.011421
7200	3.17175	0.0112679
7300	3.17129	0.0111228
7400	3.17084	0.0109818
7500	3.17039	0.0108447
7600	3.16993	0.0107117
7700	3.1695	0.010581
7800	3.16917	0.0104506
7900	3.16884	0.0103235
8000	3.16846	0.0102014
8100	3.1681	0.0100819
8200	3.16778	0.00996413
8300	3.16745	0.00984947
8400	3.1671	0.00973838
8500	3.16674	0.0096303
8600	3.16636	0.00952592
8700	3.16597	0.00942438
8800	3.1656	0.00932477
8900	3.16522	0.00922764
9000	3.16476	0.00913654
9100	3.16433	0.00904609
9200	3.16389	0.00895846
9300	3.16344	0.00887342
9400	3.16299	0.00879057
9500	3.16258	0.00870755
9600	3.16216	0.00862704
9700	3.16177	0.00854694
9800	3.1614	0.00846765
9900	3.16101	0.00839127
10000	3.16062	0.00831637
